country,year,iso_code,population,gdp,cement_co2,cement_co2_per_capita,co2,co2_growth_abs,co2_growth_prct,co2_including_luc,co2_including_luc_growth_abs,co2_including_luc_growth_prct,co2_including_luc_per_capita,co2_including_luc_per_gdp,co2_including_luc_per_unit_energy,co2_per_capita,co2_per_gdp,co2_per_unit_energy,coal_co2,coal_co2_per_capita,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_cement_co2,cumulative_co2,cumulative_co2_including_luc,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_luc_co2,cumulative_oil_co2,cumulative_other_co2,energy_per_capita,energy_per_gdp,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,ghg_excluding_lucf_per_capita,ghg_per_capita,land_use_change_co2,land_use_change_co2_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,oil_co2,oil_co2_per_capita,other_co2_per_capita,other_industry_co2,primary_energy_consumption,share_global_cement_co2,share_global_co2,share_global_co2_including_luc,share_global_coal_co2,share_global_cumulative_cement_co2,share_global_cumulative_co2,share_global_cumulative_co2_including_luc,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_luc_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,share_global_flaring_co2,share_global_gas_co2,share_global_luc_co2,share_global_oil_co2,share_global_other_co2,share_of_temperature_change_from_ghg,temperature_change_from_ch4,temperature_change_from_co2,temperature_change_from_ghg,temperature_change_from_n2o,total_ghg,total_ghg_excluding_lucf,trade_co2,trade_co2_share
Asia (excl. China and India),1954,Unknown,513989152.0,,9.496,0.018,358.835,20.989,6.213,2093.094,118.273,5.989,4.028,2.002,0.277,0.691,0.343,0.216,220.317,0.424,71.392,4.1579999999999995,0.299,99.328,9364.838,66082.039,6499.296,0.0,85.665,96988.516,2680.549,20.2635,13070.632,1.294,0.0,0.0,8.265,0.016,1.189,4.894,1871.565,3.602,601.596,1.17,126.692,0.246,120.757,0.232,0.067,1.3525,67.641,9.777,5.285,15.2,5.433,7.998,3.63,9.413,3.036,0.0,1.279,21.62,7.567,0.543,0.0,1.648,26.811,5.882,0.838,12.968,0.016,0.039,0.057,0.002,2515.253,611.386,1.518,8.701
Asia (excl. China and India),1955,Unknown,525701408.0,,10.042,0.019,405.575,46.74,13.025,2344.439,251.344,12.008,4.408,2.134,0.277,0.763,0.369,0.216,229.41,0.431,71.392,4.1579999999999995,0.299,109.37,9770.413,68426.477,6728.707,11.641,96.737,98948.734,2823.959,20.2635,13070.632,1.294,11.641,0.022,11.072,0.021,1.298,5.105,1960.218,3.685,637.127,1.212,129.821,0.247,143.41,0.27,0.067,1.3525,67.641,9.347,5.448,16.094,5.229,8.105,3.681,9.549,3.08,2.353,1.335,21.712,7.486,0.543,12.021,2.023,27.519,6.24,0.838,13.006,0.017,0.04,0.059,0.002,2683.72,682.23,1.518,8.701
Asia (excl. China and India),1956,Unknown,538030976.0,,11.792,0.022,451.917,46.342,11.426,2454.866,110.427,4.71,4.507,2.11,0.277,0.83,0.388,0.216,251.244,0.461,71.392,4.1579999999999995,0.299,121.162,10222.331,70881.344,6979.951,24.395,110.315,100972.422,2986.508,20.2635,13070.632,1.294,12.754,0.023,13.578,0.025,1.382,5.237,2023.688,3.715,664.413,1.235,133.0,0.247,162.549,0.298,0.067,1.3525,67.641,10.123,5.702,16.209,5.451,8.266,3.739,9.687,3.129,4.047,1.408,21.811,7.425,0.543,11.791,2.312,28.031,6.507,0.838,13.05,0.017,0.041,0.061,0.002,2817.841,743.822,1.518,8.701
Asia (excl. China and India),1957,Unknown,550943232.0,,13.924,0.025,496.254,44.337,9.811,2576.928,122.062,4.972,4.618,2.089,0.277,0.889,0.402,0.216,275.76,0.494,71.392,4.1579999999999995,0.299,135.086,10718.585,73458.273,7255.71,33.059,128.047,103075.211,3166.682,20.2635,13070.632,1.294,8.664,0.016,17.732,0.032,1.481,5.4,2102.784,3.768,704.962,1.28,136.148,0.247,180.174,0.323,0.067,1.3525,67.641,11.371,6.062,16.615,5.877,8.505,3.807,9.83,3.185,4.661,1.51,21.918,7.393,0.543,8.144,2.742,28.713,6.9,0.838,13.106,0.018,0.042,0.062,0.002,2975.009,816.046,1.518,8.701
Asia (excl. China and India),1958,Unknown,564385088.0,,15.089,0.026,517.668,21.414,4.315,2658.747,81.819,3.175,4.649,2.082,0.277,0.905,0.405,0.216,277.199,0.485,71.392,4.1579999999999995,0.299,150.175,11236.253,76117.016,7532.909,42.93,149.846,105241.562,3360.393,20.2635,13070.632,1.294,9.871,0.017,21.798,0.038,1.548,5.513,2166.352,3.788,754.22,1.336,139.188,0.247,193.711,0.339,0.067,1.3525,67.641,11.635,6.15,17.034,5.821,8.741,3.875,9.978,3.239,5.337,1.631,22.042,7.377,0.543,10.378,3.088,30.125,7.125,0.838,13.178,0.019,0.043,0.064,0.002,3111.38,873.417,1.518,8.701
Asia (excl. China and India),1959,Unknown,578290560.0,,17.628,0.03,552.236,34.568,6.678,2629.876,-28.871,-1.086,4.486,1.92,0.277,0.942,0.403,0.216,286.613,0.489,71.392,4.1579999999999995,0.299,167.803,11788.488,78746.891,7819.522,54.138,175.695,107349.18,3571.33,20.2635,13070.632,1.294,11.208,0.019,25.85,0.044,1.599,5.569,2107.62,3.595,784.918,1.357,142.04,0.246,210.937,0.36,0.067,1.3525,67.641,12.137,6.237,15.844,5.785,9.006,3.945,10.103,3.293,6.042,1.767,22.125,7.371,0.543,12.224,3.409,27.217,7.281,0.838,13.238,0.02,0.044,0.066,0.002,3220.291,924.734,1.518,8.701
Asia (excl. China and India),1960,Unknown,592598208.0,,21.622,0.036,628.524,76.288,13.814,2170.905,-458.971,-17.452,3.612,1.463,0.277,1.046,0.423,0.216,309.527,0.515,71.392,4.1579999999999995,0.299,189.425,12417.013,80917.797,8129.049,66.818,208.379,108916.375,3823.341,20.2635,13070.632,1.294,12.68,0.021,32.684,0.054,1.75,5.12,1567.201,2.608,835.281,1.41,144.626,0.244,252.011,0.419,0.067,1.3525,67.641,13.738,6.696,13.49,6.001,9.374,4.029,10.171,3.35,6.782,1.933,22.142,7.414,0.543,14.225,3.916,23.37,8.075,0.838,13.292,0.02,0.045,0.068,0.002,3034.213,1036.781,1.518,8.701
Asia (excl. China and India),1961,Unknown,607267008.0,,23.895,0.039,702.477,73.953,11.766,2132.943,-37.962,-1.749,3.464,1.325,0.277,1.141,0.436,0.216,334.003,0.542,71.392,4.1579999999999995,0.299,213.32,13119.489,83050.742,8463.053,81.208,246.28,110374.359,4115.628,20.2635,13070.632,1.294,14.39,0.023,37.901,0.062,1.877,5.09,1457.988,2.368,848.767,1.398,151.6,0.25,292.288,0.475,0.067,1.3525,67.641,14.557,7.461,13.137,6.757,9.764,4.13,10.231,3.418,7.58,2.112,22.131,7.499,0.543,16.69,4.297,21.376,8.83,0.838,13.352,0.021,0.046,0.07,0.003,3091.064,1139.631,1.518,8.701
Asia (excl. China and India),1962,Unknown,622299328.0,,27.289,0.043,750.41,47.933,6.823,2341.536,208.593,9.78,3.711,1.361,0.277,1.189,0.436,0.216,339.332,0.538,71.392,4.1579999999999995,0.299,240.61,13869.898,85392.273,8802.384,96.981,290.1,111992.57,4439.824,20.2635,13070.632,1.294,15.774,0.025,43.82,0.069,1.943,5.23,1618.2,2.565,882.318,1.418,155.567,0.25,324.196,0.514,0.067,1.3525,67.641,15.473,7.699,14.564,6.886,10.19,4.237,10.315,3.486,8.38,2.297,22.174,7.597,0.543,18.356,4.528,25.561,9.108,0.838,13.43,0.022,0.047,0.072,0.003,3254.406,1209.321,1.518,8.701
Asia (excl. China and India),1963,Unknown,637740736.0,,28.823,0.045,823.918,73.508,9.796,2346.702,5.166,0.221,3.629,1.28,0.277,1.274,0.449,0.216,351.602,0.544,71.392,4.1579999999999995,0.299,269.432,14693.816,87738.984,9153.986,120.609,341.358,113544.516,4808.432,20.2635,13070.632,1.294,23.628,0.037,51.258,0.079,2.048,5.232,1551.95,2.4,904.631,1.418,158.933,0.249,368.607,0.57,0.067,1.3525,67.641,15.497,8.025,14.285,6.885,10.578,4.352,10.392,3.553,9.666,2.496,22.21,7.725,0.543,26.106,4.896,25.189,9.689,0.838,13.503,0.023,0.048,0.074,0.003,3336.634,1306.267,1.518,8.701
Asia (excl. China and India),1964,Unknown,653663296.0,,31.62,0.048,907.293,83.375,10.119,2311.9,-34.802,-1.483,3.485,1.165,0.277,1.368,0.457,0.216,368.74,0.556,71.392,4.1579999999999995,0.299,301.052,15601.109,90050.883,9522.726,164.878,400.714,114981.0,5211.739,20.2635,13070.632,1.294,44.269,0.067,59.357,0.089,2.176,5.181,1436.484,2.165,945.892,1.447,162.369,0.248,403.307,0.608,0.067,1.3525,67.641,15.338,8.382,13.858,7.074,10.934,4.477,10.459,3.623,12.118,2.702,22.237,7.855,0.543,39.249,5.148,24.518,9.825,0.838,13.579,0.024,0.049,0.076,0.003,3386.337,1422.162,1.518,8.701
Asia (excl. China and India),1965,Unknown,670107776.0,,33.267,0.049,995.885,88.592,9.764,2207.025,-104.874,-4.536,3.243,1.052,0.747,1.464,0.475,0.337,388.055,0.57,71.392,4.1579999999999995,0.299,334.319,16596.994,92257.906,9910.781,224.852,466.665,116225.602,5660.378,20.2635,13070.632,1.294,59.974,0.088,65.95,0.097,2.301,5.071,1244.603,1.829,979.758,1.462,167.177,0.249,448.639,0.659,0.067,1.3525,67.641,15.37,8.805,13.032,7.338,11.258,4.613,10.509,3.696,15.08,2.906,22.235,8.0,0.543,45.977,5.359,22.126,10.173,0.838,13.643,0.026,0.05,0.078,0.003,3398.108,1542.047,1.518,8.701
Asia (excl. China and India),1966,Unknown,687092352.0,,38.04,0.055,1088.231,92.346,9.273,2262.488,55.462,2.513,3.246,0.998,0.685,1.561,0.48,0.329,404.622,0.58,71.392,4.1579999999999995,0.299,372.359,17685.225,94520.391,10315.402,294.389,539.049,117436.32,6164.025,20.2635,13070.632,1.294,69.537,0.1,72.384,0.104,2.468,5.169,1210.711,1.737,1049.013,1.527,173.63,0.253,503.647,0.723,0.067,1.3525,67.641,16.325,9.174,13.242,7.564,11.626,4.759,10.561,3.772,17.999,3.098,22.245,8.162,0.543,48.101,5.402,23.181,10.582,0.838,13.711,0.027,0.051,0.081,0.003,3551.431,1695.547,1.518,8.701
Asia (excl. China and India),1967,Unknown,704564416.0,,41.798,0.059,1205.317,117.086,10.759,2308.963,46.476,2.054,3.235,0.951,0.629,1.689,0.496,0.329,422.298,0.592,71.392,4.1579999999999995,0.299,414.157,18890.541,96829.359,10737.701,383.499,617.076,118579.891,6738.109,20.2635,13070.632,1.294,89.11,0.125,78.027,0.109,2.556,5.14,1143.576,1.602,1039.524,1.475,179.978,0.255,574.084,0.804,0.067,1.3525,67.641,17.424,9.849,13.091,8.026,12.03,4.921,10.61,3.852,20.997,3.277,22.234,8.361,0.543,46.707,5.445,21.174,11.312,0.838,13.772,0.028,0.052,0.083,0.003,3621.406,1801.003,1.518,8.701
Asia (excl. China and India),1968,Unknown,722409088.0,,46.923,0.064,1346.42,141.103,11.707,2395.442,86.479,3.745,3.277,0.89,0.592,1.842,0.5,0.333,444.822,0.608,71.392,4.1579999999999995,0.299,461.081,20236.961,99224.797,11182.523,476.112,703.132,119671.789,7414.115,20.2635,13070.632,1.294,92.613,0.127,86.056,0.118,2.778,5.261,1091.901,1.494,1115.54,1.544,187.616,0.26,676.006,0.925,0.067,1.3525,67.641,18.381,10.433,13.135,8.363,12.469,5.1,10.659,3.937,23.451,3.448,22.217,8.609,0.543,45.443,5.518,20.477,12.227,0.838,13.855,0.029,0.053,0.085,0.003,3800.541,2006.846,1.518,8.701
Asia (excl. China and India),1969,Unknown,740471936.0,,51.234,0.068,1504.315,157.895,11.727,3181.209,785.767,32.803,4.245,1.071,0.693,2.007,0.506,0.328,473.896,0.632,71.392,4.1579999999999995,0.299,512.314,21741.277,102406.008,11656.419,595.485,800.59,121403.102,8176.469,20.2635,13070.632,1.294,119.373,0.159,97.458,0.13,2.982,6.002,1731.314,2.31,1156.488,1.562,191.867,0.259,762.354,1.017,0.067,1.3525,67.641,18.932,10.931,16.233,8.589,12.909,5.296,10.774,4.025,26.184,3.623,22.296,8.878,0.543,48.916,5.704,29.666,12.75,0.838,13.965,0.03,0.055,0.088,0.003,4443.959,2208.392,1.518,8.701
Asia (excl. China and India),1970,Unknown,758641344.0,,56.247,0.073,1708.075,203.76,13.545,2955.699,-225.51,-7.089,3.85,0.91,0.576,2.225,0.526,0.333,501.432,0.653,71.392,4.1579999999999995,0.299,568.561,23449.352,105361.711,12157.851,723.994,899.154,122691.906,9099.792,20.2635,13070.632,1.294,128.509,0.167,98.563,0.128,3.262,5.832,1288.794,1.679,1219.502,1.607,193.531,0.255,923.324,1.203,0.067,1.3525,67.641,19.513,11.464,14.353,8.8,13.357,5.512,10.85,4.117,28.37,3.764,22.3,9.201,0.543,46.269,5.504,22.634,13.579,0.838,14.076,0.032,0.056,0.091,0.003,4424.696,2474.82,1.518,8.701
Asia (excl. China and India),1971,Unknown,777905408.0,,60.316,0.077,1852.22,144.145,8.439,3326.594,370.895,12.548,4.235,0.966,0.616,2.358,0.538,0.343,515.806,0.657,71.392,4.1579999999999995,0.299,628.877,25301.572,108688.305,12673.657,885.477,1003.185,124211.375,10110.376,20.2635,13070.632,1.294,161.483,0.206,104.032,0.132,3.37,5.964,1519.472,1.934,1219.672,1.568,196.283,0.252,1010.583,1.287,0.067,1.3525,67.641,19.899,11.947,16.131,9.05,13.791,5.738,10.96,4.211,30.816,3.885,22.368,9.529,0.543,50.235,5.381,29.688,14.033,0.838,14.196,0.033,0.057,0.094,0.003,4639.216,2621.444,1.518,8.701
Asia (excl. China and India),1972,Unknown,797185536.0,,65.275,0.081,1957.444,105.224,5.681,3492.77,166.175,4.995,4.346,0.937,0.602,2.436,0.525,0.337,496.139,0.617,71.392,4.1579999999999995,0.299,694.152,27259.016,112181.07,13169.796,1070.344,1112.951,125797.828,11211.772,20.2635,13070.632,1.294,184.867,0.23,109.766,0.137,3.453,5.965,1586.452,1.974,1238.171,1.553,201.973,0.253,1101.397,1.37,0.067,1.3525,67.641,20.313,12.065,16.159,8.718,14.221,5.962,11.071,4.295,33.237,3.992,22.436,9.846,0.543,53.291,5.349,29.43,14.184,0.838,14.306,0.035,0.059,0.097,0.003,4754.831,2752.441,1.518,8.701
Asia (excl. China and India),1973,Unknown,816476480.0,,73.51,0.089,2134.177,176.733,9.029,3603.616,110.846,3.174,4.38,0.802,0.564,2.594,0.475,0.334,526.737,0.64,71.392,4.1579999999999995,0.299,767.662,29393.193,115784.688,13696.532,1290.729,1235.767,127321.602,12402.501,20.2635,13070.632,1.294,220.385,0.268,122.816,0.149,3.669,6.127,1523.784,1.852,1315.977,1.612,210.006,0.257,1190.728,1.447,0.067,1.3525,67.641,21.602,12.491,16.139,8.985,14.702,6.198,11.18,4.383,35.631,4.108,22.497,10.158,0.543,54.799,5.571,29.057,14.479,0.838,14.429,0.036,0.06,0.1,0.004,5002.253,2996.025,1.518,8.701
Asia (excl. China and India),1974,Unknown,835769728.0,,72.901,0.087,2167.246,33.069,1.55,3475.54,-128.076,-3.554,4.127,0.834,0.544,2.574,0.52,0.339,550.268,0.653,71.392,4.1579999999999995,0.299,840.563,31560.438,119260.227,14246.801,1507.461,1371.877,128685.602,13593.736,20.2635,13070.632,1.294,216.732,0.257,136.11,0.162,3.614,5.929,1363.998,1.62,1309.951,1.567,209.533,0.251,1191.235,1.415,0.067,1.3525,67.641,21.394,12.74,15.691,9.389,15.112,6.424,11.275,4.475,37.556,4.242,22.534,10.441,0.543,55.376,6.024,26.545,14.696,0.838,14.538,0.038,0.062,0.104,0.004,4955.145,3020.313,1.518,8.701
Asia (excl. China and India),1975,Unknown,855059072.0,,74.196,0.086,2160.473,-6.773,-0.313,3474.346,-1.194,-0.034,4.035,0.806,0.538,2.509,0.501,0.335,551.221,0.64,71.392,4.1579999999999995,0.299,914.758,33720.91,122734.578,14798.021,1696.395,1520.111,130059.406,14791.624,20.2635,13070.632,1.294,188.934,0.219,148.234,0.172,3.541,5.847,1373.798,1.595,1330.627,1.556,214.954,0.251,1197.887,1.391,0.067,1.3525,67.641,21.82,12.669,15.712,9.133,15.498,6.634,11.365,4.561,38.992,4.394,22.574,10.7,0.543,56.111,6.57,27.154,14.904,0.838,14.644,0.039,0.064,0.107,0.004,4999.413,3027.802,1.518,8.701
Asia (excl. China and India),1976,Unknown,874674496.0,,80.646,0.092,2332.804,172.332,7.977,3672.815,198.469,5.712,4.173,0.794,0.535,2.65,0.504,0.34,558.167,0.634,71.392,4.1579999999999995,0.299,995.405,36053.711,126407.383,15356.188,1923.049,1679.88,131473.375,16099.192,20.2635,13070.632,1.294,226.654,0.257,159.768,0.182,3.649,5.925,1413.969,1.606,1320.802,1.51,220.948,0.253,1307.569,1.485,0.067,1.3525,67.641,22.639,12.968,15.918,8.916,15.905,6.85,11.461,4.644,40.519,4.542,22.62,10.969,0.543,57.319,6.692,27.811,15.312,0.838,14.739,0.041,0.065,0.11,0.004,5182.485,3191.397,1.518,8.701
Asia (excl. China and India),1977,Unknown,894287808.0,,86.49,0.096,2448.759,115.955,4.971,3654.551,-18.264,-0.497,4.061,0.751,0.509,2.721,0.503,0.341,567.827,0.631,71.392,4.1579999999999995,0.299,1081.894,38502.473,130061.945,15924.015,2144.688,1848.215,132761.656,17503.662,20.2635,13070.632,1.294,221.639,0.246,168.335,0.187,3.708,5.859,1288.279,1.432,1337.19,1.495,228.005,0.255,1404.469,1.561,0.067,1.3525,67.641,23.195,13.238,15.219,8.854,16.315,7.067,11.541,4.724,41.827,4.688,22.627,11.248,0.543,58.1,6.894,23.365,15.888,0.838,14.819,0.042,0.067,0.113,0.004,5239.957,3315.842,1.518,8.701
Asia (excl. China and India),1978,Unknown,913899456.0,,99.336,0.108,2475.061,26.302,1.074,3687.017,32.466,0.888,4.008,0.722,0.49,2.69,0.485,0.329,529.769,0.576,71.392,4.1579999999999995,0.299,1181.23,40977.535,133748.953,16453.785,2367.104,2032.182,134066.781,18943.234,20.2635,13070.632,1.294,222.416,0.242,183.967,0.2,3.663,5.807,1305.12,1.419,1353.35,1.481,236.758,0.259,1439.573,1.565,0.067,1.3525,67.641,24.956,12.979,15.06,8.123,16.804,7.267,11.616,4.788,42.9,4.841,22.641,11.497,0.543,57.003,7.211,24.111,15.721,0.838,14.889,0.044,0.069,0.116,0.004,5306.939,3347.299,1.518,8.701
Asia (excl. China and India),1979,Unknown,933512320.0,,100.44,0.107,2603.236,128.175,5.179,3654.331,-32.686,-0.887,3.886,0.681,0.46,2.768,0.485,0.327,566.674,0.603,71.392,4.1579999999999995,0.299,1281.67,43580.773,137403.281,17020.457,2555.51,2244.917,135215.141,20478.217,20.2635,13070.632,1.294,188.406,0.2,212.736,0.226,3.738,5.734,1148.367,1.221,1365.184,1.462,241.406,0.259,1534.981,1.632,0.067,1.3525,67.641,24.87,13.276,15.041,8.298,17.242,7.469,11.686,4.857,43.477,5.026,22.655,11.766,0.543,52.312,7.909,24.502,16.552,0.838,14.955,0.045,0.07,0.119,0.004,5352.879,3489.012,1.518,8.701
Asia (excl. China and India),1980,Unknown,953128576.0,,101.651,0.106,2613.379,10.143,0.39,3601.376,-52.956,-1.449,3.747,0.599,0.427,2.719,0.435,0.31,619.031,0.644,71.392,4.1579999999999995,0.299,1383.32,46194.152,141004.672,17639.49,2719.293,2494.25,136308.828,21957.797,20.2635,13070.632,1.294,163.783,0.17,249.332,0.259,3.598,5.55,1093.683,1.138,1295.516,1.359,244.855,0.257,1479.583,1.539,0.067,1.3525,67.641,25.02,13.41,14.726,8.832,17.645,7.661,11.748,4.935,43.9,5.259,22.65,11.999,0.543,51.755,9.037,22.017,16.532,0.838,14.994,0.046,0.072,0.122,0.004,5289.85,3429.053,1.518,8.701
Asia (excl. China and India),1981,Unknown,975398272.0,,103.962,0.106,2581.635,-31.744,-1.215,3582.946,-18.429,-0.512,3.646,0.576,0.418,2.627,0.415,0.301,643.052,0.654,71.392,4.1579999999999995,0.299,1487.283,48775.785,144587.609,18282.541,2829.281,2767.484,137408.844,23409.195,20.2635,13070.632,1.294,109.988,0.112,273.235,0.278,3.414,5.332,1100.015,1.12,1233.972,1.265,251.328,0.258,1451.397,1.477,0.067,1.3525,67.641,25.589,13.571,15.021,9.2,18.037,7.842,11.812,5.017,43.991,5.511,22.651,12.221,0.543,46.374,9.775,22.775,16.979,0.838,15.026,0.047,0.074,0.125,0.004,5200.878,3330.006,1.518,8.701
Asia (excl. China and India),1982,Unknown,997670720.0,,104.685,0.104,2590.643,9.008,0.349,3410.36,-172.587,-4.817,3.394,0.531,0.391,2.578,0.403,0.297,659.386,0.656,71.392,4.1579999999999995,0.299,1591.968,51366.43,147997.969,18941.928,2939.7,3024.837,138328.641,24867.998,20.2635,13070.632,1.294,110.418,0.11,257.352,0.256,3.348,5.158,919.796,0.915,1231.007,1.234,263.037,0.264,1458.802,1.452,0.067,1.3525,67.641,25.894,13.728,14.565,9.272,18.404,8.015,11.864,5.098,44.093,5.712,22.633,12.441,0.543,46.87,9.419,20.243,17.487,0.838,15.047,0.048,0.075,0.127,0.004,5145.875,3340.02,1.518,8.701
Asia (excl. China and India),1983,Unknown,1019946368.0,,108.687,0.106,2658.529,67.886,2.62,3443.397,33.038,0.969,3.351,0.517,0.374,2.587,0.399,0.289,675.409,0.657,71.392,4.1579999999999995,0.299,1700.655,54024.957,151441.375,19617.336,3036.061,3287.268,139222.672,26383.639,20.2635,13070.632,1.294,96.361,0.094,262.431,0.255,3.349,5.125,894.042,0.87,1245.344,1.221,274.463,0.269,1515.641,1.475,0.067,1.3525,67.641,26.288,13.998,14.482,9.255,18.764,8.187,11.913,5.178,44.129,5.9,22.602,12.676,0.543,45.272,9.503,18.684,18.354,0.838,15.07,0.048,0.077,0.13,0.005,5226.785,3415.893,1.518,8.701
Asia (excl. China and India),1984,Unknown,1042225024.0,,110.667,0.105,2772.774,114.245,4.297,4494.982,1051.585,30.539,4.278,0.649,0.46,2.639,0.4,0.284,744.087,0.708,71.392,4.1579999999999995,0.299,1811.322,56797.734,155936.359,20361.42,3101.135,3631.38,141057.328,27892.475,20.2635,13070.632,1.294,65.073,0.062,344.112,0.327,3.422,5.766,1834.653,1.746,1284.176,1.232,277.903,0.267,1508.835,1.436,0.067,1.3525,67.641,26.273,14.112,17.776,9.725,19.097,8.359,12.027,5.268,43.884,6.184,22.692,12.885,0.543,34.845,11.426,32.535,18.124,0.838,15.119,0.049,0.079,0.133,0.005,6009.375,3566.364,1.518,8.701
Asia (excl. China and India),1985,Unknown,1064506496.0,,109.062,0.102,2874.243,101.469,3.659,4596.924,101.942,2.268,4.281,0.641,0.39,2.677,0.401,0.244,819.144,0.763,71.392,4.1579999999999995,0.299,1920.384,59671.973,160533.281,21180.566,3158.974,4014.91,142892.969,29397.139,20.2635,13070.632,1.294,57.839,0.054,383.53,0.357,3.459,5.804,1835.642,1.71,1303.682,1.225,281.724,0.265,1504.667,1.401,0.067,1.3525,67.641,25.615,14.151,17.955,9.987,19.377,8.527,12.142,5.366,43.58,6.491,22.794,13.078,0.543,31.772,12.284,34.694,18.078,0.838,15.17,0.05,0.081,0.136,0.005,6178.382,3682.031,1.518,8.701
Asia (excl. China and India),1986,Unknown,1087435008.0,,110.404,0.101,2964.734,90.491,3.148,5181.795,584.87,12.723,4.724,0.702,0.425,2.703,0.401,0.243,847.525,0.773,71.392,4.1579999999999995,0.299,2030.788,62636.707,165715.062,22028.092,3210.405,4428.764,145235.75,30938.66,20.2635,13070.632,1.294,51.431,0.047,413.854,0.377,3.512,6.135,2342.779,2.136,1355.15,1.246,292.031,0.269,1541.52,1.405,0.067,1.3525,67.641,24.959,14.381,19.822,10.185,19.616,8.694,12.291,5.466,43.272,6.824,22.965,13.258,0.543,30.19,13.583,42.387,17.981,0.838,15.238,0.051,0.083,0.139,0.005,6671.604,3818.535,1.518,8.701
Asia (excl. China and India),1987,Unknown,1110367488.0,,113.093,0.101,3017.455,52.721,1.778,4833.268,-348.527,-6.726,4.314,0.623,0.374,2.693,0.389,0.234,877.954,0.784,71.392,4.1579999999999995,0.299,2143.881,65654.164,170548.328,22906.045,3259.169,4883.443,147183.719,32461.625,20.2635,13070.632,1.294,48.765,0.044,454.678,0.406,3.52,5.904,1947.966,1.738,1387.303,1.249,299.048,0.269,1522.965,1.359,0.067,1.3525,67.641,24.636,14.2,18.177,10.211,19.829,8.852,12.405,5.565,42.981,7.16,23.078,13.413,0.543,29.795,13.743,36.48,17.618,0.838,15.301,0.052,0.085,0.142,0.005,6555.981,3908.006,1.518,8.701
Asia (excl. China and India),1988,Unknown,1133304832.0,,119.393,0.104,3272.081,254.626,8.438,4759.577,-73.691,-1.525,4.16,0.581,0.346,2.86,0.399,0.238,955.527,0.835,71.392,4.1579999999999995,0.299,2263.273,68926.242,175307.922,23861.572,3311.34,5366.431,148818.672,34123.629,20.2635,13070.632,1.294,52.17,0.046,482.988,0.422,3.723,5.93,1634.965,1.429,1447.816,1.278,305.733,0.27,1662.003,1.453,0.067,1.3525,67.641,24.724,14.816,17.462,10.744,20.038,9.024,12.503,5.674,42.622,7.488,23.147,13.597,0.543,27.985,13.929,31.618,18.544,0.838,15.36,0.052,0.088,0.145,0.005,6720.824,4219.107,1.518,8.701
Asia (excl. China and India),1989,Unknown,1156249088.0,,125.381,0.107,3401.443,129.362,3.954,4697.212,-62.364,-1.31,4.023,0.548,0.329,2.913,0.397,0.238,958.778,0.821,71.392,4.1579999999999995,0.299,2388.654,72327.688,180005.125,24820.35,3357.6,5886.61,150276.344,35874.477,20.2635,13070.632,1.294,46.26,0.04,520.179,0.445,3.806,5.864,1457.663,1.248,1507.862,1.304,309.498,0.268,1750.845,1.499,0.067,1.3525,67.641,25.42,15.194,17.181,10.782,20.263,9.2,12.592,5.78,42.389,7.816,23.195,13.793,0.543,30.481,14.285,29.428,19.202,0.838,15.42,0.053,0.09,0.149,0.005,6780.43,4400.621,1.518,8.701
Asia (excl. China and India),1990,Unknown,1179201536.0,,131.816,0.111,3521.457,120.014,3.528,4511.325,-185.887,-3.957,3.789,0.494,0.302,2.958,0.386,0.236,917.979,0.771,3632.998,3.052,0.398,2520.47,75849.148,184516.438,25738.328,3418.222,6454.052,151426.688,37697.402,20.672,13070.632,1.294,60.621,0.051,567.443,0.477,3.821,5.701,1150.352,0.966,1493.78,1.267,314.424,0.267,1822.926,1.531,0.017,20.672,67.641,26.664,15.493,16.283,10.548,20.521,9.377,12.663,5.875,41.789,8.157,23.194,13.997,1.111,23.424,14.909,23.115,19.72,9.268,15.463,0.054,0.092,0.152,0.006,6722.943,4505.62,111.542,3.167
Asia (excl. China and India),1991,Unknown,1201470848.0,,136.983,0.113,4139.677,618.22,17.556,4963.619,452.294,10.026,4.09,0.523,0.32,3.411,0.436,0.267,934.589,0.77,3678.706,3.032,0.388,2657.454,79988.82,189480.078,26672.916,3500.535,7052.27,152418.969,40063.293,40.92,13070.632,1.294,82.314,0.068,598.217,0.493,4.253,6.044,992.275,0.818,1469.852,1.223,319.107,0.266,2365.89,1.95,0.017,20.247,67.641,26.95,17.854,17.629,10.847,20.776,9.613,12.757,5.971,41.408,8.498,23.17,14.358,1.971,30.037,15.465,19.965,24.381,9.39,15.522,0.055,0.095,0.155,0.006,7261.307,5109.914,-460.971,-11.135
